condition,question_id,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,latency_ms,prompt_chars
FULL,CR21,0,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name, COUNT(loan.loan_id) AS total_loans, loan.default_count, loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_name
ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1592,14138
FULL,CR21,1,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name,
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count,
       loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON account.account_link
GROUP BY district.district_name
ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1585,14138
FULL,CR21,2,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
      district.district_name,
      COUNT(loan.loan_id) AS total_loans,
      loan.default_count,
      loan.default_rate
   FROM district
   JOIN account ON district.district_link
   JOIN loan ON loan.account_link
   GROUP BY district.district_name
   ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",2260,14138
FULL,CR21,3,True,,,"SELECT 
    district.district_name, 
    COUNT(loan.loan_id) AS total_loans, 
    loan.default_count, 
    loan.default_rate 
FROM loan 
JOIN account ON loan.account_link 
JOIN district ON account.district_link 
GROUP BY district.district_name 
ORDER BY loan.default_rate DESC","SELECT 
    district.A2, 
    COUNT(loan.loan_id) AS total_loans, 
    COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), 
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 
FROM loan 
JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 
ORDER BY CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 DESC","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1570,14138
FULL,CR21,4,False,"Invalid SQL: the join hint 'district.district_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT district.district_name,
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count,
       loan.default_rate
FROM district
JOIN account ON district.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_name, loan.default_count, loan.default_rate
ORDER BY loan.default_rate DESC",,"SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1433,14138
FULL,CR32,0,False,,"Generated SQL error: Execution failed on sql 'SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) AS default_rate
FROM loan
WHERE loan.date IS NOT NULL
GROUP BY loan_period': misuse of aggregate function COUNT()","SELECT 
    CASE 
        WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    AVG(loan.default_rate) AS default_rate
FROM loan
WHERE loan.loan_date IS NOT NULL
GROUP BY loan_period","SELECT 
    CASE 
        WHEN loan.date < '1996-01-01' THEN 'Before 1996' 
        ELSE 'After 1996' 
    END AS loan_period,
    AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) AS default_rate
FROM loan
WHERE loan.date IS NOT NULL
GROUP BY loan_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1668,14090
FULL,CR32,1,False,,"Generated SQL error: Execution failed on sql 'SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS loan_period,
     AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) AS default_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
   GROUP BY loan_period': misuse of aggregate function COUNT()","SELECT
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS loan_period,
     AVG(loan.default_rate) AS default_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
   GROUP BY loan_period","SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS loan_period,
     AVG(CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100) AS default_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
   GROUP BY loan_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",2028,14090
FULL,CR32,2,False,,,"SELECT
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS loan_period,
     loan.default_rate
   FROM loan
GROUP BY loan_period","SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS loan_period,
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
   FROM loan
GROUP BY loan_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1315,14090
FULL,CR32,3,False,,,"SELECT
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS period,
     loan.default_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
GROUP BY period","SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS period,
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
   FROM loan
   WHERE loan.status IN ('B', 'D')
GROUP BY period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1676,14090
FULL,CR32,4,False,,,"SELECT
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS loan_period,
     loan.default_rate
   FROM loan
GROUP BY loan_period","SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS loan_period,
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
   FROM loan
GROUP BY loan_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1504,14090
FULL,CR01,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,SELECT COUNT(loan.loan_id) FROM loan WHERE loan.running_count > 0 AND loan.default_count > 0,,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',913,14071
FULL,CR01,1,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(loan.loan_id)
   FROM loan
   WHERE loan.running_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1001,14071
FULL,CR01,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.running_count > 0 AND loan.default_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',906,14071
FULL,CR01,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(loan.loan_id) 
   FROM loan 
   WHERE loan.running_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',5321,14071
FULL,CR01,4,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(loan.loan_id) 
   FROM loan 
   WHERE loan.running_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1580,14071
FULL,CR25,0,False,,"Generated SQL error: Execution failed on sql 'SELECT 
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1994,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1995,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1996,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1997,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0': incomplete input","SELECT 
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1993' THEN loan.total_amount ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1993' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1994,
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1995,
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1996,
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1997,
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1998' THEN loan.total_amount ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0","SELECT 
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1994,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1995,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1996,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1997,
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' THEN SUM(loan.amount) ELSE 0 END) - 
      SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END)) / 
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",9491,14107
