question_id,difficulty,method,is_correct,error,latency_ms,prompt_chars,generated_sql,gold_sql,question
187,simple,semantic_layer,False,,3057,7661,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   WHERE account.frequency = 'POPLATEK TYDNE' AND disp.type = 'Owner'",SELECT COUNT(T2.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T2.account_id = T1.account_id WHERE T1.frequency = 'POPLATEK TYDNE' AND T2.type = 'OWNER',How many clients who choose statement of weekly issuance are Owner?
188,moderate,text_to_sql,True,,1292,2486,"SELECT account.account_id
   FROM account
   JOIN loan ON account.account_id = loan.account_id
   WHERE loan.duration > 24 AND account.date < '1997-01-01'
   ORDER BY loan.amount ASC
   LIMIT 1","SELECT T1.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T1.duration > 24 AND STRFTIME('%Y', T2.date) < '1997' ORDER BY T1.amount ASC LIMIT 1","Among the accounts who have loan validity more than 24 months, list out the accounts that have the lowest approved amount and have account opening date before 1997."
188,moderate,semantic_layer,True,,1621,7708,"SELECT account.account_id
FROM account
JOIN loan ON account.account_id = loan.account_id
WHERE loan.duration > 24 AND account.date < '1997-01-01'
ORDER BY loan.amount ASC
LIMIT 1;","SELECT T1.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T1.duration > 24 AND STRFTIME('%Y', T2.date) < '1997' ORDER BY T1.amount ASC LIMIT 1","Among the accounts who have loan validity more than 24 months, list out the accounts that have the lowest approved amount and have account opening date before 1997."
189,moderate,text_to_sql,True,,1944,2488,"SELECT DISTINCT account.account_id
   FROM account
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'F'
   ORDER BY client.birth_date ASC, district.A11 ASC
   LIMIT 1","SELECT T3.account_id FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN account AS T3 ON T2.district_id = T3.district_id INNER JOIN disp AS T4 ON T1.client_id = T4.client_id AND T4.account_id = T3.account_id  WHERE T1.gender = 'F' ORDER BY T1.birth_date ASC, T2.A11 ASC LIMIT 1",Name the account numbers of female clients who are oldest and have lowest average salary?
189,moderate,semantic_layer,True,,3712,7710,"SELECT account.account_id
   FROM account
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'F'
   ORDER BY client.birth_date ASC, district.A11 ASC
   LIMIT 1;","SELECT T3.account_id FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN account AS T3 ON T2.district_id = T3.district_id INNER JOIN disp AS T4 ON T1.client_id = T4.client_id AND T4.account_id = T3.account_id  WHERE T1.gender = 'F' ORDER BY T1.birth_date ASC, T2.A11 ASC LIMIT 1",Name the account numbers of female clients who are oldest and have lowest average salary?
190,simple,text_to_sql,False,,1417,2444,"SELECT COUNT(client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.birth_date BETWEEN '1920-01-01' AND '1920-12-31' AND district.A3 = 'East Bohemia'","SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T1.birth_date) = '1920' AND T2.A3 = 'east Bohemia'",How many clients who were born in 1920 stay in east Bohemia?
190,simple,semantic_layer,False,,2536,7666,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE STRFTIME('%Y', client.birth_date) = '1920' AND district.A3 = 'East Bohemia'","SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T1.birth_date) = '1920' AND T2.A3 = 'east Bohemia'",How many clients who were born in 1920 stay in east Bohemia?
191,simple,text_to_sql,True,,1545,2476,"SELECT COUNT(loan.account_id)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.duration = 24 AND account.frequency = 'POPLATEK TYDNE'",SELECT COUNT(T2.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.duration = 24 AND T1.frequency = 'POPLATEK TYDNE',How many loan accounts are for pre-payment of duration of 24 months with weekly issuance of statement.
191,simple,semantic_layer,True,,1548,7698,"SELECT COUNT(loan.account_id)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.duration = 24 AND account.frequency = 'POPLATEK TYDNE'",SELECT COUNT(T2.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.duration = 24 AND T1.frequency = 'POPLATEK TYDNE',How many loan accounts are for pre-payment of duration of 24 months with weekly issuance of statement.
192,moderate,text_to_sql,False,,2064,2605,"SELECT AVG(loan.amount)
   FROM loan
   JOIN trans ON loan.account_id = trans.account_id
   WHERE loan.status IN ('C', 'D') AND trans.k_symbol = 'POPLATEK PO OBRATU'","SELECT AVG(T2.amount) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.status IN ('C', 'D') AND T1.frequency = 'POPLATEK PO OBRATU'",What is the average amount of loan which are still on running contract with statement issuance after each transaction?
192,moderate,semantic_layer,True,,2428,7827,"SELECT AVG(loan.amount)
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   WHERE loan.status IN ('C', 'D') AND account.frequency = 'POPLATEK PO OBRATU'","SELECT AVG(T2.amount) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.status IN ('C', 'D') AND T1.frequency = 'POPLATEK PO OBRATU'",What is the average amount of loan which are still on running contract with statement issuance after each transaction?
193,moderate,text_to_sql,False,,2390,2512,"SELECT client.client_id, client.district_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN loan ON account.account_id = loan.account_id
   WHERE disp.type = 'owner'
GROUP BY client.client_id, client.district_id","SELECT T3.client_id, T2.district_id, T2.A2 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T1.account_id = T3.account_id WHERE T3.type = 'OWNER'",List all ID and district for clients that can only have the right to issue permanent orders or apply for loans.
193,moderate,semantic_layer,False,,2087,7734,"SELECT DISTINCT client.client_id, district.A2
FROM client
JOIN disp ON client.client_id = disp.client_id
JOIN account ON disp.account_id = account.account_id
JOIN district ON client.district_id = district.district_id
WHERE disp.type = 'owner' AND account.account_id IN (SELECT loan.account_id FROM loan)","SELECT T3.client_id, T2.district_id, T2.A2 FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T1.account_id = T3.account_id WHERE T3.type = 'OWNER'",List all ID and district for clients that can only have the right to issue permanent orders or apply for loans.
194,moderate,text_to_sql,False,,1823,2521,"SELECT client.client_id, strftime('%Y', 'now') - strftime('%Y', client.birth_date) AS age
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN card ON disp.disp_id = card.disp_id
   JOIN loan ON disp.account_id = loan.account_id
   WHERE card.type = 'gold' AND disp.type = 'OWNER'","SELECT T1.client_id, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T3.birth_date) FROM disp AS T1 INNER JOIN card AS T2 ON T2.disp_id = T1.disp_id INNER JOIN client AS T3 ON T1.client_id = T3.client_id WHERE T2.type = 'gold' AND T1.type = 'OWNER'","Provide the IDs and age of the client with high level credit card, which is eligible for loans."
194,moderate,semantic_layer,False,,2580,7743,"SELECT client.client_id, STRFTIME('%Y', 'now') - STRFTIME('%Y', client.birth_date) AS age
FROM client
JOIN disp ON client.client_id = disp.client_id
JOIN card ON disp.disp_id = card.disp_id
JOIN loan ON disp.account_id = loan.account_id
WHERE card.type = 'gold' AND disp.type = 'OWNER'","SELECT T1.client_id, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T3.birth_date) FROM disp AS T1 INNER JOIN card AS T2 ON T2.disp_id = T1.disp_id INNER JOIN client AS T3 ON T1.client_id = T3.client_id WHERE T2.type = 'gold' AND T1.type = 'OWNER'","Provide the IDs and age of the client with high level credit card, which is eligible for loans."
